family,category,source,license,path,latin_support,validation_status,failure_reason,usable,slug,catalog_category,metadata_category,metadata_url,source_url,license_url,license_path,subsets
Alegreya,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,True,passed,,True,alegreya,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/alegreya/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/alegreya/Alegreya%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/alegreya/OFL.txt,data/raw/fonts/google_fonts/serif/Alegreya__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,menu,vietnamese"
Spectral,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Spectral__Spectral-Regular.ttf,True,passed,,True,spectral,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/spectral/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/spectral/Spectral-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/spectral/OFL.txt,data/raw/fonts/google_fonts/serif/Spectral__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese"
Domine,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Domine__Domine[wght].ttf,True,passed,,True,domine,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/domine/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/domine/Domine%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/domine/OFL.txt,data/raw/fonts/google_fonts/serif/Domine__OFL.txt,"latin,latin-ext,menu"
Cardo,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Cardo__Cardo-Regular.ttf,True,passed,,True,cardo,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/cardo/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/cardo/Cardo-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/cardo/OFL.txt,data/raw/fonts/google_fonts/serif/Cardo__OFL.txt,"gothic,greek,greek-ext,hebrew,latin,latin-ext,menu,old-italic,runic"
Gentium Book Plus,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Gentium_Book_Plus__GentiumBookPlus-Regular.ttf,True,passed,,True,gentiumbookplus,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/gentiumbookplus/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/gentiumbookplus/GentiumBookPlus-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/gentiumbookplus/OFL.txt,data/raw/fonts/google_fonts/serif/Gentium_Book_Plus__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,menu,vietnamese"
Frank Ruhl Libre,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Frank_Ruhl_Libre__FrankRuhlLibre[wght].ttf,True,passed,,True,frankruhllibre,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/frankruhllibre/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/frankruhllibre/FrankRuhlLibre%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/frankruhllibre/OFL.txt,data/raw/fonts/google_fonts/serif/Frank_Ruhl_Libre__OFL.txt,"hebrew,latin,latin-ext,menu"
Newsreader,serif,Google Fonts official repository,OFL,"data/raw/fonts/google_fonts/serif/Newsreader__Newsreader[opsz,wght].ttf",True,passed,,True,newsreader,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/newsreader/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/newsreader/Newsreader%5Bopsz%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/newsreader/OFL.txt,data/raw/fonts/google_fonts/serif/Newsreader__OFL.txt,"latin,latin-ext,menu,vietnamese"
Zilla Slab,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Zilla_Slab__ZillaSlab-Regular.ttf,True,passed,,True,zillaslab,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/zillaslab/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/zillaslab/ZillaSlab-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/zillaslab/OFL.txt,data/raw/fonts/google_fonts/serif/Zilla_Slab__OFL.txt,"latin,latin-ext,menu"
Rokkitt,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Rokkitt__Rokkitt[wght].ttf,True,passed,,True,rokkitt,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/rokkitt/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/rokkitt/Rokkitt%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/rokkitt/OFL.txt,data/raw/fonts/google_fonts/serif/Rokkitt__OFL.txt,"latin,latin-ext,menu,vietnamese"
Arvo,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Arvo__Arvo-Regular.ttf,True,passed,,True,arvo,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/arvo/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/arvo/Arvo-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/arvo/OFL.txt,data/raw/fonts/google_fonts/serif/Arvo__OFL.txt,"latin,menu"
Bree Serif,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Bree_Serif__BreeSerif-Regular.ttf,True,passed,,True,breeserif,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/breeserif/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/breeserif/BreeSerif-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/breeserif/OFL.txt,data/raw/fonts/google_fonts/serif/Bree_Serif__OFL.txt,"latin,latin-ext,menu"
PT Serif,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/PT_Serif__PT_Serif-Web-Regular.ttf,True,passed,,True,ptserif,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/ptserif/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/ptserif/PT_Serif-Web-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/ptserif/OFL.txt,data/raw/fonts/google_fonts/serif/PT_Serif__OFL.txt,"menu,cyrillic,cyrillic-ext,latin,latin-ext"
Libre Caslon Text,serif,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/serif/Libre_Caslon_Text__LibreCaslonText[wght].ttf,True,passed,,True,librecaslontext,serif,SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/LibreCaslonText%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/librecaslontext/OFL.txt,data/raw/fonts/google_fonts/serif/Libre_Caslon_Text__OFL.txt,"latin,latin-ext,menu"
Lobster,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Lobster__Lobster-Regular.ttf,True,passed,,True,lobster,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/lobster/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/lobster/Lobster-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/lobster/OFL.txt,data/raw/fonts/google_fonts/display/Lobster__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese"
Bebas Neue,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Bebas_Neue__BebasNeue-Regular.ttf,True,passed,,True,bebasneue,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/bebasneue/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/bebasneue/BebasNeue-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/bebasneue/OFL.txt,data/raw/fonts/google_fonts/display/Bebas_Neue__OFL.txt,"latin,latin-ext,menu"
Bungee,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Bungee__Bungee-Regular.ttf,True,passed,,True,bungee,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/bungee/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/bungee/Bungee-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/bungee/OFL.txt,data/raw/fonts/google_fonts/display/Bungee__OFL.txt,"latin,latin-ext,menu,vietnamese"
Anton,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Anton__Anton-Regular.ttf,True,passed,,True,anton,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/anton/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/anton/Anton-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/anton/OFL.txt,data/raw/fonts/google_fonts/display/Anton__OFL.txt,"latin,latin-ext,menu,vietnamese"
Rubik Mono One,sans_serif,Google Fonts official repository,OFL,,True,failed,official metadata category does not match catalog category,False,rubikmonoone,display,SANS_SERIF,https://raw.githubusercontent.com/google/fonts/main/ofl/rubikmonoone/METADATA.pb,,,,"cyrillic,cyrillic-ext,hebrew,latin,latin-ext,menu"
Press Start 2P,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Press_Start_2P__PressStart2P-Regular.ttf,True,passed,,True,pressstart2p,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/pressstart2p/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/pressstart2p/PressStart2P-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/pressstart2p/OFL.txt,data/raw/fonts/google_fonts/display/Press_Start_2P__OFL.txt,"cyrillic,cyrillic-ext,greek,latin,latin-ext,menu"
Abril Fatface,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Abril_Fatface__AbrilFatface-Regular.ttf,True,passed,,True,abrilfatface,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/abrilfatface/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/abrilfatface/AbrilFatface-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/abrilfatface/OFL.txt,data/raw/fonts/google_fonts/display/Abril_Fatface__OFL.txt,"menu,latin,latin-ext"
Alfa Slab One,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Alfa_Slab_One__AlfaSlabOne-Regular.ttf,True,passed,,True,alfaslabone,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/alfaslabone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/alfaslabone/AlfaSlabOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/alfaslabone/OFL.txt,data/raw/fonts/google_fonts/display/Alfa_Slab_One__OFL.txt,"latin,latin-ext,menu,vietnamese"
Righteous,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Righteous__Righteous-Regular.ttf,True,passed,,True,righteous,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/righteous/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/righteous/Righteous-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/righteous/OFL.txt,data/raw/fonts/google_fonts/display/Righteous__OFL.txt,"menu,latin,latin-ext"
Black Ops One,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Black_Ops_One__BlackOpsOne-Regular.ttf,True,passed,,True,blackopsone,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/blackopsone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/blackopsone/BlackOpsOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/blackopsone/OFL.txt,data/raw/fonts/google_fonts/display/Black_Ops_One__OFL.txt,"cyrillic-ext,latin,latin-ext,menu,vietnamese"
Luckiest Guy,display,Google Fonts official repository,APACHE2,data/raw/fonts/google_fonts/display/Luckiest_Guy__LuckiestGuy-Regular.ttf,True,passed,,True,luckiestguy,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/apache/luckiestguy/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/apache/luckiestguy/LuckiestGuy-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/apache/luckiestguy/LICENSE.txt,data/raw/fonts/google_fonts/display/Luckiest_Guy__LICENSE.txt,"latin,menu"
Monoton,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Monoton__Monoton-Regular.ttf,True,passed,,True,monoton,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/monoton/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/monoton/Monoton-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/monoton/OFL.txt,data/raw/fonts/google_fonts/display/Monoton__OFL.txt,"menu,latin"
Faster One,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Faster_One__FasterOne-Regular.ttf,True,passed,,True,fasterone,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/fasterone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/fasterone/FasterOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/fasterone/OFL.txt,data/raw/fonts/google_fonts/display/Faster_One__OFL.txt,"latin,latin-ext,menu"
Bowlby One SC,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Bowlby_One_SC__BowlbyOneSC-Regular.ttf,True,passed,,True,bowlbyonesc,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/bowlbyonesc/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/bowlbyonesc/BowlbyOneSC-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/bowlbyonesc/OFL.txt,data/raw/fonts/google_fonts/display/Bowlby_One_SC__OFL.txt,"menu,latin,latin-ext"
Creepster,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Creepster__Creepster-Regular.ttf,True,passed,,True,creepster,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/creepster/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/creepster/Creepster-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/creepster/OFL.txt,data/raw/fonts/google_fonts/display/Creepster__OFL.txt,"menu,latin,latin-ext"
Frijole,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Frijole__Frijole-Regular.ttf,True,passed,,True,frijole,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/frijole/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/frijole/Frijole-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/frijole/OFL.txt,data/raw/fonts/google_fonts/display/Frijole__OFL.txt,"menu,latin"
Nosifer,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Nosifer__Nosifer-Regular.ttf,True,passed,,True,nosifer,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/nosifer/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/nosifer/Nosifer-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/nosifer/OFL.txt,data/raw/fonts/google_fonts/display/Nosifer__OFL.txt,"menu,latin,latin-ext"
Special Elite,display,Google Fonts official repository,APACHE2,data/raw/fonts/google_fonts/display/Special_Elite__SpecialElite-Regular.ttf,True,passed,,True,specialelite,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/apache/specialelite/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/apache/specialelite/SpecialElite-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/apache/specialelite/LICENSE.txt,data/raw/fonts/google_fonts/display/Special_Elite__LICENSE.txt,"latin,menu"
Fascinate,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Fascinate__Fascinate-Regular.ttf,True,passed,,True,fascinate,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/fascinate/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/fascinate/Fascinate-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/fascinate/OFL.txt,data/raw/fonts/google_fonts/display/Fascinate__OFL.txt,"menu,latin,latin-ext"
Limelight,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Limelight__Limelight-Regular.ttf,True,passed,,True,limelight,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/limelight/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/limelight/Limelight-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/limelight/OFL.txt,data/raw/fonts/google_fonts/display/Limelight__OFL.txt,"menu,latin,latin-ext"
Gravitas One,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Gravitas_One__GravitasOne.ttf,True,passed,,True,gravitasone,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/gravitasone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/gravitasone/GravitasOne.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/gravitasone/OFL.txt,data/raw/fonts/google_fonts/display/Gravitas_One__OFL.txt,"menu,latin"
Modak,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Modak__Modak-Regular.ttf,True,passed,,True,modak,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/modak/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/modak/Modak-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/modak/OFL.txt,data/raw/fonts/google_fonts/display/Modak__OFL.txt,"menu,devanagari,latin,latin-ext"
Rampart One,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Rampart_One__RampartOne-Regular.ttf,True,passed,,True,rampartone,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/rampartone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/rampartone/RampartOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/rampartone/OFL.txt,data/raw/fonts/google_fonts/display/Rampart_One__OFL.txt,"cyrillic,japanese,latin,latin-ext,menu"
Bangers,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Bangers__Bangers-Regular.ttf,True,passed,,True,bangers,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/bangers/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/bangers/Bangers-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/bangers/OFL.txt,data/raw/fonts/google_fonts/display/Bangers__OFL.txt,"latin,latin-ext,menu,vietnamese"
Chango,display,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/display/Chango__Chango-Regular.ttf,True,passed,,True,chango,display,DISPLAY,https://raw.githubusercontent.com/google/fonts/main/ofl/chango/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/chango/Chango-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/chango/OFL.txt,data/raw/fonts/google_fonts/display/Chango__OFL.txt,"menu,latin,latin-ext"
Pacifico,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Pacifico__Pacifico-Regular.ttf,True,passed,,True,pacifico,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/pacifico/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/pacifico/Pacifico-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/pacifico/OFL.txt,data/raw/fonts/google_fonts/handwriting/Pacifico__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese"
Dancing Script,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Dancing_Script__DancingScript[wght].ttf,True,passed,,True,dancingscript,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/dancingscript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/dancingscript/DancingScript%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/dancingscript/OFL.txt,data/raw/fonts/google_fonts/handwriting/Dancing_Script__OFL.txt,"latin,latin-ext,menu,vietnamese"
Caveat,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Caveat__Caveat[wght].ttf,True,passed,,True,caveat,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/caveat/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/caveat/Caveat%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/caveat/OFL.txt,data/raw/fonts/google_fonts/handwriting/Caveat__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu"
Sacramento,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Sacramento__Sacramento-Regular.ttf,True,passed,,True,sacramento,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/sacramento/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/sacramento/Sacramento-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/sacramento/OFL.txt,data/raw/fonts/google_fonts/handwriting/Sacramento__OFL.txt,"menu,latin,latin-ext"
Great Vibes,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Great_Vibes__GreatVibes-Regular.ttf,True,passed,,True,greatvibes,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/greatvibes/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/greatvibes/GreatVibes-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/greatvibes/OFL.txt,data/raw/fonts/google_fonts/handwriting/Great_Vibes__OFL.txt,"cyrillic,cyrillic-ext,greek-ext,latin,latin-ext,menu,vietnamese"
Shadows Into Light,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Shadows_Into_Light__ShadowsIntoLight.ttf,True,passed,,True,shadowsintolight,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/shadowsintolight/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/shadowsintolight/ShadowsIntoLight.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/shadowsintolight/OFL.txt,data/raw/fonts/google_fonts/handwriting/Shadows_Into_Light__OFL.txt,"menu,latin"
Indie Flower,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Indie_Flower__IndieFlower-Regular.ttf,True,passed,,True,indieflower,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/indieflower/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/indieflower/IndieFlower-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/indieflower/OFL.txt,data/raw/fonts/google_fonts/handwriting/Indie_Flower__OFL.txt,"latin,latin-ext,menu,vietnamese"
Satisfy,handwriting,Google Fonts official repository,APACHE2,data/raw/fonts/google_fonts/handwriting/Satisfy__Satisfy-Regular.ttf,True,passed,,True,satisfy,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/apache/satisfy/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/apache/satisfy/Satisfy-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/apache/satisfy/LICENSE.txt,data/raw/fonts/google_fonts/handwriting/Satisfy__LICENSE.txt,"latin,menu"
Courgette,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Courgette__Courgette-Regular.ttf,True,passed,,True,courgette,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/courgette/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/courgette/Courgette-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/courgette/OFL.txt,data/raw/fonts/google_fonts/handwriting/Courgette__OFL.txt,"menu,latin,latin-ext"
Cookie,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Cookie__Cookie-Regular.ttf,True,passed,,True,cookie,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/cookie/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/cookie/Cookie-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/cookie/OFL.txt,data/raw/fonts/google_fonts/handwriting/Cookie__OFL.txt,"menu,latin,latin-ext"
Kalam,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Kalam__Kalam-Regular.ttf,True,passed,,True,kalam,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/kalam/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/kalam/Kalam-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/kalam/OFL.txt,data/raw/fonts/google_fonts/handwriting/Kalam__OFL.txt,"menu,devanagari,latin,latin-ext"
Patrick Hand,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Patrick_Hand__PatrickHand-Regular.ttf,True,passed,,True,patrickhand,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/patrickhand/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/patrickhand/PatrickHand-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/patrickhand/OFL.txt,data/raw/fonts/google_fonts/handwriting/Patrick_Hand__OFL.txt,"menu,latin,latin-ext,vietnamese"
Permanent Marker,handwriting,Google Fonts official repository,APACHE2,data/raw/fonts/google_fonts/handwriting/Permanent_Marker__PermanentMarker-Regular.ttf,True,passed,,True,permanentmarker,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/apache/permanentmarker/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/apache/permanentmarker/PermanentMarker-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/apache/permanentmarker/LICENSE.txt,data/raw/fonts/google_fonts/handwriting/Permanent_Marker__LICENSE.txt,"latin,menu"
Allura,handwriting,Google Fonts official repository,OFL,data/raw/fonts/google_fonts/handwriting/Allura__Allura-Regular.ttf,True,passed,,True,allura,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/ofl/allura/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/ofl/allura/Allura-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/ofl/allura/OFL.txt,data/raw/fonts/google_fonts/handwriting/Allura__OFL.txt,"latin,latin-ext,menu,vietnamese"
Yellowtail,handwriting,Google Fonts official repository,APACHE2,data/raw/fonts/google_fonts/handwriting/Yellowtail__Yellowtail-Regular.ttf,True,passed,,True,yellowtail,handwriting,HANDWRITING,https://raw.githubusercontent.com/google/fonts/main/apache/yellowtail/METADATA.pb,https://raw.githubusercontent.com/google/fonts/main/apache/yellowtail/Yellowtail-Regular.ttf,https://raw.githubusercontent.com/google/fonts/main/apache/yellowtail/LICENSE.txt,data/raw/fonts/google_fonts/handwriting/Yellowtail__LICENSE.txt,"latin,menu"
