family,category,source,license,path,latin_support,validation_status,failure_reason,usable,slug,repository_folder,source_commit,metadata_url,font_url,license_url,license_path,subsets,font_sha256,font_size_bytes,exclusion_reason
Cormorant Garamond,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Cormorant_Garamond__CormorantGaramond[wght].ttf,True,passed,,True,cormorantgaramond,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/cormorantgaramond/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/cormorantgaramond/CormorantGaramond%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/cormorantgaramond/OFL.txt,data/v2/raw/fonts/serif/Cormorant_Garamond__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese",b20b7d9626dd956b2c5e558692ad328b1f19e3275e2782db4fa07670d83f35e0,1195560,protected historical V1 test family
Libre Baskerville,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Libre_Baskerville__LibreBaskerville[wght].ttf,True,passed,,True,librebaskerville,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/librebaskerville/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/librebaskerville/LibreBaskerville%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/librebaskerville/OFL.txt,data/v2/raw/fonts/serif/Libre_Baskerville__OFL.txt,"latin,latin-ext,menu",05a95421961341c5b2556285e8415df9db27dab4f4abe22b446b3c6a8b916c5d,171900,protected historical V1 test family
Merriweather,serif,Google Fonts official repository,OFL,"data/v2/raw/fonts/serif/Merriweather__Merriweather[opsz,wdth,wght].ttf",True,passed,,True,merriweather,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/merriweather/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/merriweather/Merriweather%5Bopsz%2Cwdth%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/merriweather/OFL.txt,data/v2/raw/fonts/serif/Merriweather__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese",d0ed0e359e396af7ad05e73dffd11a3a4c326ea0d0283c56bd9361cb2cc86a96,4628080,protected historical V1 test family
Almendra,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Almendra__Almendra-Regular.ttf,True,passed,,True,almendra,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/almendra/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/almendra/Almendra-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/almendra/OFL.txt,data/v2/raw/fonts/serif/Almendra__OFL.txt,"latin,latin-ext,menu",b127a6121209353b53da9ce73bf9d350f74190d8384c28ede179e4fb9440f946,68684,not selected for balanced V2 family sample
Antic Didone,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Antic_Didone__AnticDidone-Regular.ttf,True,passed,,True,anticdidone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/anticdidone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/anticdidone/AnticDidone-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/anticdidone/OFL.txt,data/v2/raw/fonts/serif/Antic_Didone__OFL.txt,"latin,menu",63a560792f0cb5342c0da7759c9df2e1ce0324a8af46ae976d9458fbcccbb440,39668,not selected for balanced V2 family sample
Baskervville,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Baskervville__Baskervville[wght].ttf,True,passed,,True,baskervville,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/baskervville/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/baskervville/Baskervville%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/baskervville/OFL.txt,data/v2/raw/fonts/serif/Baskervville__OFL.txt,"latin,latin-ext,menu",a08bcf988383b344aacfd34365a8cd408a4a9665caaf19dc0d716a93833a0fa7,140076,not selected for balanced V2 family sample
Belgrano,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Belgrano__Belgrano-Regular.ttf,True,passed,,True,belgrano,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/belgrano/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/belgrano/Belgrano-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/belgrano/OFL.txt,data/v2/raw/fonts/serif/Belgrano__OFL.txt,"latin,menu",5bf095dfbc56718bea7d74c0b30c36413714aaf8833d2cb012b604b64fd383d9,29048,not selected for balanced V2 family sample
BioRhyme Expanded,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/BioRhyme_Expanded__BioRhymeExpanded-Regular.ttf,True,passed,,True,biorhymeexpanded,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/biorhymeexpanded/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/biorhymeexpanded/BioRhymeExpanded-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/biorhymeexpanded/OFL.txt,data/v2/raw/fonts/serif/BioRhyme_Expanded__OFL.txt,"latin,latin-ext,menu",e75a7c996c8884d3d26c0823e7cfbf3cf404d27a36ddff715f6dfd95389affa7,100672,not selected for balanced V2 family sample
Cormorant SC,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Cormorant_SC__CormorantSC-Regular.ttf,True,passed,,True,cormorantsc,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/cormorantsc/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/cormorantsc/CormorantSC-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/cormorantsc/OFL.txt,data/v2/raw/fonts/serif/Cormorant_SC__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese",a51985a075f3884d8dc9b2d20367c51b6b05e53fdb912959acb785084579aeaa,763624,not selected for balanced V2 family sample
Coustard,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Coustard__Coustard-Regular.ttf,True,passed,,True,coustard,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/coustard/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/coustard/Coustard-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/coustard/OFL.txt,data/v2/raw/fonts/serif/Coustard__OFL.txt,"latin,latin-ext,menu",71f251444fc70fc98adb011cdf8d8c64ecc7ae5d57fc04f59d8ebb1cfc16460c,75432,not selected for balanced V2 family sample
Donegal One,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Donegal_One__DonegalOne-Regular.ttf,True,passed,,True,donegalone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/donegalone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/donegalone/DonegalOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/donegalone/OFL.txt,data/v2/raw/fonts/serif/Donegal_One__OFL.txt,"latin,latin-ext,menu",1f9b07bbaf3813103281848f782fae74499f5dfc3b3b9f4e90ebea4aa42fbc75,56944,not selected for balanced V2 family sample
Fenix,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Fenix__Fenix-Regular.ttf,True,passed,,True,fenix,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/fenix/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/fenix/Fenix-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/fenix/OFL.txt,data/v2/raw/fonts/serif/Fenix__OFL.txt,"latin,latin-ext,menu",5104f5f344f64b5532850b131d7b9e033c112fcfa97dfef00a64c0a40bdae911,45144,not selected for balanced V2 family sample
Gentium Book Plus,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Gentium_Book_Plus__GentiumBookPlus-Regular.ttf,True,passed,,True,gentiumbookplus,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gentiumbookplus/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gentiumbookplus/GentiumBookPlus-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gentiumbookplus/OFL.txt,data/v2/raw/fonts/serif/Gentium_Book_Plus__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,menu,vietnamese",fe7b64eeacc430fcf46836a6f0dfe00d2c5a15483ed36692a2a185cb23ec2a5c,818952,not selected for balanced V2 family sample
Gentium Plus,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Gentium_Plus__GentiumPlus-Regular.ttf,True,passed,,True,gentiumplus,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gentiumplus/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gentiumplus/GentiumPlus-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/gentiumplus/OFL.txt,data/v2/raw/fonts/serif/Gentium_Plus__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,menu,vietnamese",845e06bb4673a908a5f3b3b4ac9f38841750a07faa9aa45bfcb5796893346f0b,822956,not selected for balanced V2 family sample
Hanuman,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Hanuman__Hanuman[wght].ttf,True,passed,,True,hanuman,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/hanuman/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/hanuman/Hanuman%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/hanuman/OFL.txt,data/v2/raw/fonts/serif/Hanuman__OFL.txt,"khmer,latin,menu",0cb2c9dd733d7357d5b673f55d756ff9ef50dd68af9dc217c0d5a71719665536,126392,not selected for balanced V2 family sample
Headland One,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Headland_One__HeadlandOne-Regular.ttf,True,passed,,True,headlandone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/headlandone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/headlandone/HeadlandOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/headlandone/OFL.txt,data/v2/raw/fonts/serif/Headland_One__OFL.txt,"latin,latin-ext,menu",b09ae2dd08b296e1e0d9af93f5c34899d6a04d6c57aff766409f8a96d085f3a4,149692,not selected for balanced V2 family sample
Judson,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Judson__Judson-Regular.ttf,True,passed,,True,judson,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/judson/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/judson/Judson-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/judson/OFL.txt,data/v2/raw/fonts/serif/Judson__OFL.txt,"latin,latin-ext,menu,vietnamese",73790bf79197e5bbf24178df3841ff27fb2fca05dd1f17fc1046e4bbe16caf95,220844,not selected for balanced V2 family sample
Junge,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Junge__Junge-Regular.ttf,True,passed,,True,junge,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/junge/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/junge/Junge-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/junge/OFL.txt,data/v2/raw/fonts/serif/Junge__OFL.txt,"latin,menu",4671c65a0e6c02c866362938e968e083d171744e4c90fa2cfa8b809cc9f7207e,71400,not selected for balanced V2 family sample
Kaisei Decol,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Kaisei_Decol__KaiseiDecol-Regular.ttf,True,passed,,True,kaiseidecol,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kaiseidecol/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kaiseidecol/KaiseiDecol-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/kaiseidecol/OFL.txt,data/v2/raw/fonts/serif/Kaisei_Decol__OFL.txt,"cyrillic,japanese,latin,latin-ext,menu",fb9202b97944fa00b5f145ad4701def5c306bcd0d26407917baef9e01b042056,4503152,not selected for balanced V2 family sample
Mirza,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Mirza__Mirza-Regular.ttf,True,passed,,True,mirza,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/mirza/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/mirza/Mirza-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/mirza/OFL.txt,data/v2/raw/fonts/serif/Mirza__OFL.txt,"arabic,latin,latin-ext,menu",5b1ac6cb285ca3492e313a53d5252b9784bf7607f2835a2d44cb3cbad0168539,177820,not selected for balanced V2 family sample
Nanum Myeongjo,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Nanum_Myeongjo__NanumMyeongjo-Regular.ttf,True,passed,,True,nanummyeongjo,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/nanummyeongjo/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/nanummyeongjo/NanumMyeongjo-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/nanummyeongjo/OFL.txt,data/v2/raw/fonts/serif/Nanum_Myeongjo__OFL.txt,"korean,latin,menu",7ed9e8653a8ed04285d51dc343ffea6eb3d9c73afc27383ea8929ee4ffd03205,3058408,not selected for balanced V2 family sample
Newsreader,serif,Google Fonts official repository,OFL,"data/v2/raw/fonts/serif/Newsreader__Newsreader[opsz,wght].ttf",True,passed,,True,newsreader,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/newsreader/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/newsreader/Newsreader%5Bopsz%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/newsreader/OFL.txt,data/v2/raw/fonts/serif/Newsreader__OFL.txt,"latin,latin-ext,menu,vietnamese",8a08d13f8a6c0d51be379a60af84f945f65369a67e509ee3c3bdcc421254d7c1,451664,not selected for balanced V2 family sample
Noto Serif Balinese,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Noto_Serif_Balinese__NotoSerifBalinese-Regular.ttf,True,passed,,True,notoserifbalinese,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifbalinese/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifbalinese/NotoSerifBalinese-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifbalinese/OFL.txt,data/v2/raw/fonts/serif/Noto_Serif_Balinese__OFL.txt,"balinese,latin,latin-ext,menu",781c98b8d5ff17e9647442f2d2e931c2033df17b3ce63cb376fc9b6c8ede05d4,123500,not selected for balanced V2 family sample
Noto Serif Grantha,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Noto_Serif_Grantha__NotoSerifGrantha-Regular.ttf,True,passed,,True,notoserifgrantha,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifgrantha/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifgrantha/NotoSerifGrantha-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifgrantha/OFL.txt,data/v2/raw/fonts/serif/Noto_Serif_Grantha__OFL.txt,"grantha,latin,latin-ext,menu",f47a1d121f525a1bedffdc836ddbc824c005bbaf25076650df93c5292122f94a,416716,not selected for balanced V2 family sample
Noto Serif JP,serif,Google Fonts official repository,OFL,data/v2/raw/fonts/serif/Noto_Serif_JP__NotoSerifJP[wght].ttf,True,passed,,True,notoserifjp,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifjp/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifjp/NotoSerifJP%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/notoserifjp/OFL.txt,data/v2/raw/fonts/serif/Noto_Serif_JP__OFL.txt,"cyrillic,japanese,latin,latin-ext,menu,vietnamese",2fd527ba12b6a44ec30d796d633360da0aeba6c5d4af1304ce12bb4dc15a7dfc,13574352,not selected for balanced V2 family sample
Piazzolla,serif,Google Fonts official repository,OFL,"data/v2/raw/fonts/serif/Piazzolla__Piazzolla[opsz,wght].ttf",True,passed,,True,piazzolla,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/piazzolla/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/piazzolla/Piazzolla%5Bopsz%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/piazzolla/OFL.txt,data/v2/raw/fonts/serif/Piazzolla__OFL.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,menu,vietnamese",b6b6451daba93a4b71f88ca8e37a66c3fd2b4e57ec54a407cddf6ae65b62c7b7,624956,not selected for balanced V2 family sample
