family,category,source,license,path,latin_support,validation_status,failure_reason,usable,slug,repository_folder,source_commit,metadata_url,font_url,license_url,license_path,subsets,font_sha256,font_size_bytes,exclusion_reason
Teachers,sans_serif,Google Fonts official repository,OFL,data/v2/raw/fonts/sans_serif/Teachers__Teachers[wght].ttf,True,passed,,True,teachers,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/teachers/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/teachers/Teachers%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/teachers/OFL.txt,data/v2/raw/fonts/sans_serif/Teachers__OFL.txt,"greek-ext,latin,latin-ext,menu",b59c8c0c5b1990935916d3fc414f87d0116f1bc0be355382968454e5d4b8e015,67184,not selected for balanced V2 family sample
Truculenta,sans_serif,Google Fonts official repository,OFL,"data/v2/raw/fonts/sans_serif/Truculenta__Truculenta[opsz,wdth,wght].ttf",True,passed,,True,truculenta,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/truculenta/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/truculenta/Truculenta%5Bopsz%2Cwdth%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/truculenta/OFL.txt,data/v2/raw/fonts/sans_serif/Truculenta__OFL.txt,"latin,latin-ext,menu,vietnamese",08d8abe8590e3fef246801f86ef1ede30f8c7a000500857024a590529c443f3c,1052128,not selected for balanced V2 family sample
Ubuntu Sans,sans_serif,Google Fonts official repository,UFL,"data/v2/raw/fonts/sans_serif/Ubuntu_Sans__UbuntuSans[wdth,wght].ttf",True,passed,,True,ubuntusans,ufl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ufl/ubuntusans/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ufl/ubuntusans/UbuntuSans%5Bwdth%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ufl/ubuntusans/LICENCE.txt,data/v2/raw/fonts/sans_serif/Ubuntu_Sans__LICENCE.txt,"cyrillic,cyrillic-ext,greek,greek-ext,latin,latin-ext,menu",37e90bba45a2a1172d9f6078e45daebaa1b4e537943205cc1309f142a254fe40,1080900,not selected for balanced V2 family sample
Wendy One,sans_serif,Google Fonts official repository,OFL,data/v2/raw/fonts/sans_serif/Wendy_One__WendyOne-Regular.ttf,True,passed,,True,wendyone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/wendyone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/wendyone/WendyOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/wendyone/OFL.txt,data/v2/raw/fonts/sans_serif/Wendy_One__OFL.txt,"latin,latin-ext,menu",2e2da0e8bb0a593656d38fc8e265c5b09b2c45b294bd23f39f135c2e36c89daf,22772,not selected for balanced V2 family sample
Baloo Tammudu 2,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Baloo_Tammudu_2__BalooTammudu2[wght].ttf,True,passed,,True,balootammudu2,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/balootammudu2/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/balootammudu2/BalooTammudu2%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/balootammudu2/OFL.txt,data/v2/raw/fonts/display/Baloo_Tammudu_2__OFL.txt,"latin,latin-ext,menu,telugu,vietnamese",4771a1c50423a07f36919fac4d882cc0ac43e451faf043c8558d7a209298d56c,669816,not selected for balanced V2 family sample
Big Shoulders,display,Google Fonts official repository,OFL,"data/v2/raw/fonts/display/Big_Shoulders__BigShoulders[opsz,wght].ttf",True,passed,,True,bigshoulders,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshoulders/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshoulders/BigShoulders%5Bopsz%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshoulders/OFL.txt,data/v2/raw/fonts/display/Big_Shoulders__OFL.txt,"latin,latin-ext,menu,vietnamese",4b4b24aa6f799aa73cdcd5b6fa840cbcbbb38b81fa9fa82c25126a4530c1ba44,320800,not selected for balanced V2 family sample
Big Shoulders Inline Display SC,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Big_Shoulders_Inline_Display_SC__BigShouldersInlineDisplaySC[wght].ttf,True,passed,,True,bigshouldersinlinedisplaysc,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshouldersinlinedisplaysc/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshouldersinlinedisplaysc/BigShouldersInlineDisplaySC%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshouldersinlinedisplaysc/OFL.txt,data/v2/raw/fonts/display/Big_Shoulders_Inline_Display_SC__OFL.txt,"latin,latin-ext,menu,vietnamese",11c816c179b9fd9cd87b81818f75baf0bd676a498803d07a26fa028d725627af,384272,not selected for balanced V2 family sample
Big Shoulders Stencil Text SC,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Big_Shoulders_Stencil_Text_SC__BigShouldersStencilTextSC[wght].ttf,True,passed,,True,bigshouldersstenciltextsc,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshouldersstenciltextsc/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshouldersstenciltextsc/BigShouldersStencilTextSC%5Bwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bigshouldersstenciltextsc/OFL.txt,data/v2/raw/fonts/display/Big_Shoulders_Stencil_Text_SC__OFL.txt,"latin,latin-ext,menu,vietnamese",970efc1f8eb45174ae6fa7e14aa33449af764dc8f925d296e3b9aa1878b87e74,205352,not selected for balanced V2 family sample
Bitcount Grid Single,display,Google Fonts official repository,OFL,"data/v2/raw/fonts/display/Bitcount_Grid_Single__BitcountGridSingle[CRSV,ELSH,ELXP,slnt,wght].ttf",True,passed,,True,bitcountgridsingle,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bitcountgridsingle/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bitcountgridsingle/BitcountGridSingle%5BCRSV%2CELSH%2CELXP%2Cslnt%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/bitcountgridsingle/OFL.txt,data/v2/raw/fonts/display/Bitcount_Grid_Single__OFL.txt,"latin,latin-ext,menu",f28e3429f64e9f27b32c6819a7f7b0d58164cf2716fdb9c3df8a5b35187d41a4,226168,not selected for balanced V2 family sample
Blaka,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Blaka__Blaka-Regular.ttf,True,passed,,True,blaka,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/blaka/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/blaka/Blaka-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/blaka/OFL.txt,data/v2/raw/fonts/display/Blaka__OFL.txt,"arabic,latin,latin-ext,menu",5cd0ff67dcfbc371c6450afffe10f6e7027ffada0c31f436beb8865e57b781a3,58104,not selected for balanced V2 family sample
Chewy,display,Google Fonts official repository,APACHE2,data/v2/raw/fonts/display/Chewy__Chewy-Regular.ttf,True,passed,,True,chewy,apache,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/chewy/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/chewy/Chewy-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/apache/chewy/LICENSE.txt,data/v2/raw/fonts/display/Chewy__LICENSE.txt,"latin,menu",7cf75ea288f82fd20badea8ab4da7a656a96a7277c170811e813b3d3d6294147,41248,not selected for balanced V2 family sample
Elsie,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Elsie__Elsie-Regular.ttf,True,passed,,True,elsie,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/elsie/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/elsie/Elsie-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/elsie/OFL.txt,data/v2/raw/fonts/display/Elsie__OFL.txt,"latin,latin-ext,menu",9b3ff5056866667fb29f60beb4522994afdd4d5f580626c6fd9e6f5bf49f1ea5,38936,not selected for balanced V2 family sample
Emilys Candy,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Emilys_Candy__EmilysCandy-Regular.ttf,True,passed,,True,emilyscandy,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/emilyscandy/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/emilyscandy/EmilysCandy-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/emilyscandy/OFL.txt,data/v2/raw/fonts/display/Emilys_Candy__OFL.txt,"latin,latin-ext,menu",0cf3ca9dbe71b33596e8a1eb12b40deac2e6414fe5616dda50c554580b6e0c68,237216,not selected for balanced V2 family sample
Farsan,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Farsan__Farsan-Regular.ttf,True,passed,,True,farsan,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/farsan/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/farsan/Farsan-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/farsan/OFL.txt,data/v2/raw/fonts/display/Farsan__OFL.txt,"gujarati,latin,latin-ext,menu,vietnamese",7bb968454a2dde084c9fb0f99a9921e9a8f96b0cd28dedf8f545ec23d52c3550,243932,not selected for balanced V2 family sample
Fugaz One,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Fugaz_One__FugazOne-Regular.ttf,True,passed,,True,fugazone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/fugazone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/fugazone/FugazOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/fugazone/OFL.txt,data/v2/raw/fonts/display/Fugaz_One__OFL.txt,"latin,latin-ext,menu",14fd5becce8b0ae987e44b3f9fa9e3e6c87463e9585ac15db6c8271462068a62,27868,not selected for balanced V2 family sample
Galindo,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Galindo__Galindo-Regular.ttf,True,passed,,True,galindo,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/galindo/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/galindo/Galindo-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/galindo/OFL.txt,data/v2/raw/fonts/display/Galindo__OFL.txt,"latin,latin-ext,menu",335a73def6a890d38e8793a81077a8e15987b1a4e5366847e138b5beb13bf0fe,58104,not selected for balanced V2 family sample
Jacquard 12,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Jacquard_12__Jacquard12-Regular.ttf,True,passed,,True,jacquard12,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jacquard12/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jacquard12/Jacquard12-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jacquard12/OFL.txt,data/v2/raw/fonts/display/Jacquard_12__OFL.txt,"latin,latin-ext,math,menu,symbols",b1560583565a37f3d3a25cf2572df3efd2d773ecdcbb459dcd7ea0398cb840d1,118448,not selected for balanced V2 family sample
Jacquarda Bastarda 9 Charted,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Jacquarda_Bastarda_9_Charted__JacquardaBastarda9Charted-Regular.ttf,True,passed,,True,jacquardabastarda9charted,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jacquardabastarda9charted/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jacquardabastarda9charted/JacquardaBastarda9Charted-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jacquardabastarda9charted/OFL.txt,data/v2/raw/fonts/display/Jacquarda_Bastarda_9_Charted__OFL.txt,"latin,latin-ext,math,menu,symbols",812bb5613b16bd8cefdc43b4497400ea548c55a64f0d6e8cb1bf510a28da8581,2238348,not selected for balanced V2 family sample
Jaini Purva,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Jaini_Purva__JainiPurva-Regular.ttf,True,passed,,True,jainipurva,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jainipurva/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jainipurva/JainiPurva-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/jainipurva/OFL.txt,data/v2/raw/fonts/display/Jaini_Purva__OFL.txt,"devanagari,latin,latin-ext,menu",178d7f5a40594d4ef6c28b7a68d85da7eae46df2f71becedfb40251ff678c2f5,762796,not selected for balanced V2 family sample
Libre Barcode 39 Extended Text,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Libre_Barcode_39_Extended_Text__LibreBarcode39ExtendedText-Regular.ttf,True,passed,,True,librebarcode39extendedtext,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/librebarcode39extendedtext/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/librebarcode39extendedtext/LibreBarcode39ExtendedText-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/librebarcode39extendedtext/OFL.txt,data/v2/raw/fonts/display/Libre_Barcode_39_Extended_Text__OFL.txt,"latin,menu",d7b50101f16c4dc3eae0bd1bab254c1fda6b69a1396db72b1767be229a0cec2b,35280,not selected for balanced V2 family sample
Nova Cut,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Nova_Cut__NovaCut.ttf,True,passed,,True,novacut,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novacut/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novacut/NovaCut.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novacut/OFL.txt,data/v2/raw/fonts/display/Nova_Cut__OFL.txt,"latin,latin-ext,menu",09b4238312770fb6a4405027dc33feef1bb1c9283d3c907fe7282960da4eb5f7,94488,not selected for balanced V2 family sample
Nova Flat,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Nova_Flat__NovaFlat.ttf,True,passed,,True,novaflat,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novaflat/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novaflat/NovaFlat.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novaflat/OFL.txt,data/v2/raw/fonts/display/Nova_Flat__OFL.txt,"latin,latin-ext,menu",de302932cdca6d274f7f791b9805d6e0f84ec44ae6ed630f1b1e8c616fc04c42,93844,not selected for balanced V2 family sample
Nova Script,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Nova_Script__NovaScript-Regular.ttf,True,passed,,True,novascript,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novascript/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novascript/NovaScript-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/novascript/OFL.txt,data/v2/raw/fonts/display/Nova_Script__OFL.txt,"latin,menu",470a4b2ca317b49f8bfc21d2b8f70d506b2652643664e1c3898852e72122a28d,117388,not selected for balanced V2 family sample
Poiret One,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Poiret_One__PoiretOne-Regular.ttf,True,passed,,True,poiretone,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/poiretone/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/poiretone/PoiretOne-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/poiretone/OFL.txt,data/v2/raw/fonts/display/Poiret_One__OFL.txt,"cyrillic,cyrillic-ext,latin,latin-ext,menu,vietnamese",457f2d03263f58e5a6dbcc1b607b10dff6581e7cf9c4ebdf330ec3e6772a3558,130176,not selected for balanced V2 family sample
Protest Guerrilla,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Protest_Guerrilla__ProtestGuerrilla-Regular.ttf,True,passed,,True,protestguerrilla,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/protestguerrilla/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/protestguerrilla/ProtestGuerrilla-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/protestguerrilla/OFL.txt,data/v2/raw/fonts/display/Protest_Guerrilla__OFL.txt,"latin,latin-ext,math,menu,symbols,vietnamese",f163ab212c3310173fc3807a7ec309b188c3f9a845b543af8c80d6fceb8b1df6,85604,not selected for balanced V2 family sample
Revalia,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Revalia__Revalia-Regular.ttf,True,passed,,True,revalia,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/revalia/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/revalia/Revalia-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/revalia/OFL.txt,data/v2/raw/fonts/display/Revalia__OFL.txt,"latin,latin-ext,menu",a9313fba7bbeb5f9de6572c3e15ca53f2f608babff40cfa9e9008fff0c1e3c80,61436,not selected for balanced V2 family sample
Rubik Iso,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Rubik_Iso__RubikIso-Regular.ttf,True,passed,,True,rubikiso,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/rubikiso/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/rubikiso/RubikIso-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/rubikiso/OFL.txt,data/v2/raw/fonts/display/Rubik_Iso__OFL.txt,"cyrillic,cyrillic-ext,hebrew,latin,latin-ext,menu",b3d774e88798b202a354bcbe7f14180c2c76596baa0f1bb8445c53683e8a511b,132376,not selected for balanced V2 family sample
Rubik Spray Paint,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Rubik_Spray_Paint__RubikSprayPaint-Regular.ttf,True,passed,,True,rubikspraypaint,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/rubikspraypaint/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/rubikspraypaint/RubikSprayPaint-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/rubikspraypaint/OFL.txt,data/v2/raw/fonts/display/Rubik_Spray_Paint__OFL.txt,"cyrillic,cyrillic-ext,hebrew,latin,latin-ext,menu",e608af93c514f2ba78c9ecfb08e90a206a6f5fd4fc3afbd2db1e65bc65129ca1,941576,not selected for balanced V2 family sample
Saira Stencil,display,Google Fonts official repository,OFL,"data/v2/raw/fonts/display/Saira_Stencil__SairaStencil[wdth,wght].ttf",True,passed,,True,sairastencil,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/sairastencil/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/sairastencil/SairaStencil%5Bwdth%2Cwght%5D.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/sairastencil/OFL.txt,data/v2/raw/fonts/display/Saira_Stencil__OFL.txt,"latin,latin-ext,menu,vietnamese",d459062d39d002f22d25348ab0c7d31db63f25a7b43714fe206a3d85bdb91fc7,491312,not selected for balanced V2 family sample
Srisakdi,display,Google Fonts official repository,OFL,data/v2/raw/fonts/display/Srisakdi__Srisakdi-Regular.ttf,True,passed,,True,srisakdi,ofl,e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/srisakdi/METADATA.pb,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/srisakdi/Srisakdi-Regular.ttf,https://raw.githubusercontent.com/google/fonts/e1118da94a8cb00cf6d06cdac9ef13eb1e5c6ab7/ofl/srisakdi/OFL.txt,data/v2/raw/fonts/display/Srisakdi__OFL.txt,"latin,latin-ext,menu,thai,vietnamese",073d1694bda5cf42082574a4b7d57df298d7f2cfc9ee997f8f5ab9b214cf72c9,102340,not selected for balanced V2 family sample
