run_order,run,epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_macro_f1
1,Reference small CNN,1,1.460392476717631,0.3675,0.34992398454146245,1.685098450978597,0.22,0.10379882729028837
1,Reference small CNN,2,1.2422047249476116,0.48333333333333334,0.4690996906689445,1.6746926911671955,0.37833333333333335,0.31207369865906454
1,Reference small CNN,3,1.112492963473002,0.5383333333333333,0.5282846598510947,0.9598688220977784,0.6416666666666667,0.6419630161275587
1,Reference small CNN,4,1.0101521015167236,0.58,0.5683547728599587,1.1292470105489094,0.5083333333333333,0.47219242858720156
1,Reference small CNN,5,0.962379568417867,0.6079166666666667,0.5955165202107233,0.892089573542277,0.625,0.6253422749328598
1,Reference small CNN,6,0.9218879954020183,0.6254166666666666,0.6179862196552965,0.840306928952535,0.645,0.6302494619236969
1,Reference small CNN,7,0.8618666466077168,0.6541666666666667,0.6476166565545804,0.7651618806521098,0.6533333333333333,0.6463717080736169
1,Reference small CNN,8,0.8602195525169373,0.6575,0.6526549439996379,0.941905677318573,0.6083333333333333,0.5903502605489755
1,Reference small CNN,9,0.8938318649927776,0.63625,0.6329884585699114,0.7425582802295685,0.7383333333333333,0.7337096426655583
1,Reference small CNN,10,0.7733905585606893,0.6933333333333334,0.6882792704020559,0.6836271621783574,0.7266666666666667,0.6620599790297718
1,Reference small CNN,11,0.7691148559252421,0.6891666666666667,0.685672189754621,0.710164802869161,0.7066666666666667,0.6936046142038562
1,Reference small CNN,12,0.7143278090159099,0.7295833333333334,0.7278717992855821,0.7876385609308879,0.67,0.6809600114668505
1,Reference small CNN,13,0.6967997670173645,0.7316666666666667,0.7287530668388917,0.6284163852532705,0.7716666666666666,0.7748177049933995
1,Reference small CNN,14,0.6732397294044494,0.7391666666666666,0.7376102480429995,0.48438710629940035,0.835,0.8330775632635403
1,Reference small CNN,15,0.6205377070109049,0.7633333333333333,0.761314604797377,0.964475367863973,0.71,0.703179021122412
