left_image,right_image,hamming_distance,same_family,same_split,same_text
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0069.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0095.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0070.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0089.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0071.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0083.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0078.png,data/v2/processed/fontsense_v2/images/train/serif/Rokkitt/Rokkitt_0042.png,1,False,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0079.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0093.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0079.png,data/v2/processed/fontsense_v2/images/train/serif/Rokkitt/Rokkitt_0052.png,1,False,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0079.png,data/v2/processed/fontsense_v2/images/train/serif/Rokkitt/Rokkitt_0059.png,1,False,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0079.png,data/v2/processed/fontsense_v2/images/train/serif/Rokkitt/Rokkitt_0082.png,1,False,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0079.png,data/v2/processed/fontsense_v2/images/train/serif/Quattrocento/Quattrocento_0066.png,1,False,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0081.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0088.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0085.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0099.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0088.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0095.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0093.png,data/v2/processed/fontsense_v2/images/train/serif/Lisu_Bosa/Lisu_Bosa_0094.png,1,True,True,False
data/v2/processed/fontsense_v2/images/train/serif/Noto_Serif_Ahom/Noto_Serif_Ahom_0006.png,data/v2/processed/fontsense_v2/images/train/serif/Noto_Serif_Ahom/Noto_Serif_Ahom_0046.png,1,True,True,False
